Screenshot Name,Mouse X1,Mouse Y1,Mouse X2,Mouse Y2,Probability,Status
input_harstem_1_frame_0156.jpg,1145,424,1155,454,0.8917417526245117,Correct
input_harstem_1_frame_0157.jpg,1141,427,1151,457,0.9105297923088074,Correct
input_harstem_1_frame_0158.jpg,1138,430,1148,460,0.9251662492752075,Correct
input_harstem_1_frame_0159.jpg,1136,433,1146,463,0.9180607795715332,Correct
input_harstem_1_frame_0160.jpg,588,821,595,847,0.677815854549408,Correct
input_harstem_1_frame_0161.jpg,588,821,595,847,0.677815854549408,Not Correct
input_harstem_1_frame_0162.jpg,797,586,819,605,0.7151282429695129,Not Correct
input_harstem_1_frame_0163.jpg,797,587,819,606,0.7177448272705078,Not Correct
input_harstem_1_frame_0164.jpg,797,587,819,606,0.7262406945228577,Not Correct
input_harstem_1_frame_0165.jpg,798,588,820,607,0.7087205648422241,Not Correct
input_harstem_1_frame_0166.jpg,799,590,821,609,0.6807747483253479,Not Correct
input_harstem_1_frame_0167.jpg,588,821,595,847,0.6778154969215393,Not Correct
input_harstem_1_frame_0168.jpg,588,821,595,847,0.6778154969215393,Not Correct
input_harstem_1_frame_0169.jpg,588,821,595,847,0.677815854549408,Not Correct
input_harstem_1_frame_0170.jpg,588,821,595,847,0.6778673529624939,Not Correct
input_harstem_1_frame_0171.jpg,588,821,595,847,0.6781613230705261,Not Correct
input_harstem_1_frame_0172.jpg,588,821,595,847,0.677815854549408,Not Correct
input_harstem_1_frame_0173.jpg,588,821,595,847,0.677815854549408,Not Correct
input_harstem_1_frame_0174.jpg,777,615,799,634,0.6793832778930664,Not Correct
input_harstem_1_frame_0175.jpg,588,821,595,847,0.6778154969215393,Not Correct
input_harstem_1_frame_0176.jpg,588,821,595,847,0.6778677701950073,Not Correct
input_harstem_1_frame_0177.jpg,588,821,595,847,0.6781617403030396,Not Correct
input_harstem_1_frame_0178.jpg,588,821,595,847,0.6778154969215393,Not Correct
input_harstem_1_frame_0179.jpg,588,821,595,847,0.677815854549408,Not Correct
input_harstem_1_frame_0180.jpg,588,821,595,847,0.6778154969215393,Not Correct
input_harstem_1_frame_0181.jpg,1142,453,1152,483,0.8805455565452576,Not Correct
input_harstem_1_frame_0182.jpg,1149,451,1159,481,0.8822326064109802,Not Correct
input_harstem_1_frame_0183.jpg,1154,448,1164,478,0.8530663251876831,Correct
input_harstem_1_frame_0184.jpg,1158,446,1168,476,0.8318949937820435,Correct
input_harstem_1_frame_0185.jpg,1160,445,1170,475,0.8508772850036621,Correct
input_harstem_1_frame_0186.jpg,1160,445,1170,475,0.8573259115219116,Correct
input_harstem_1_frame_0187.jpg,1160,445,1170,475,0.8537845611572266,Correct
input_harstem_1_frame_0188.jpg,1160,445,1170,475,0.8599939346313477,Correct
input_harstem_1_frame_0189.jpg,1160,445,1170,475,0.8629473447799683,Correct
input_harstem_1_frame_0190.jpg,1160,445,1170,475,0.8524039387702942,Correct
input_harstem_1_frame_0191.jpg,1160,445,1170,475,0.8740515112876892,Correct
input_harstem_1_frame_0192.jpg,1160,445,1170,475,0.8736104965209961,Correct
input_harstem_1_frame_0193.jpg,930,821,937,847,0.658848226070404,Correct
input_harstem_1_frame_0194.jpg,777,615,799,634,0.6692050099372864,Not Correct
input_harstem_1_frame_0195.jpg,777,615,799,634,0.6696880459785461,Not Correct
input_harstem_1_frame_0196.jpg,777,615,799,634,0.6706786751747131,Not Correct
input_harstem_1_frame_0197.jpg,777,615,799,634,0.6691407561302185,Not Correct
input_harstem_1_frame_0198.jpg,777,615,799,634,0.6682573556900024,Not Correct
input_harstem_1_frame_0199.jpg,1689,13,1711,32,0.6779797077178955,Not Correct
input_harstem_1_frame_0200.jpg,930,821,937,847,0.6679493188858032,Not Correct
input_harstem_1_frame_0201.jpg,930,821,937,847,0.6679493188858032,Not Correct
input_harstem_1_frame_0202.jpg,930,821,937,847,0.672608494758606,Not Correct
input_harstem_1_frame_0203.jpg,930,821,937,847,0.6726092100143433,Not Correct
input_harstem_1_frame_0204.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0205.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0206.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0207.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0208.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0209.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0210.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0211.jpg,930,821,937,847,0.672608494758606,Not Correct
input_harstem_1_frame_0212.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0213.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0214.jpg,930,821,937,847,0.6726088523864746,Not Correct
input_harstem_1_frame_0215.jpg,930,821,937,847,0.6725348830223083,Not Correct
input_harstem_1_frame_0216.jpg,1613,925,1635,944,0.6769106984138489,Not Correct
input_harstem_1_frame_0217.jpg,1612,925,1634,944,0.6862245798110962,Not Correct
input_harstem_1_frame_0218.jpg,930,821,937,847,0.6744294762611389,Not Correct
input_harstem_1_frame_0219.jpg,930,821,937,847,0.6738039255142212,Not Correct
input_harstem_1_frame_0220.jpg,930,821,937,847,0.6737279891967773,Not Correct
input_harstem_1_frame_0221.jpg,930,821,937,847,0.6737284064292908,Not Correct
input_harstem_1_frame_0222.jpg,930,821,937,847,0.6737284064292908,Not Correct
input_harstem_1_frame_0223.jpg,930,821,937,847,0.6737284064292908,Not Correct
input_harstem_1_frame_0224.jpg,930,821,937,847,0.6737279891967773,Not Correct
input_harstem_1_frame_0225.jpg,930,821,937,847,0.6737287640571594,Not Correct
input_harstem_1_frame_0226.jpg,930,821,937,847,0.6737284064292908,Not Correct
input_harstem_1_frame_0227.jpg,930,821,937,847,0.6721519827842712,Not Correct
input_harstem_1_frame_0228.jpg,930,821,937,847,0.6719388365745544,Not Correct
input_harstem_1_frame_0229.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0230.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0231.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0232.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0233.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0234.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0235.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0236.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0237.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0238.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0239.jpg,793,821,800,847,0.6728132963180542,Not Correct
input_harstem_1_frame_0240.jpg,930,821,937,847,0.6764842867851257,Not Correct
input_harstem_1_frame_0241.jpg,930,821,937,847,0.6764842867851257,Not Correct
input_harstem_1_frame_0242.jpg,930,821,937,847,0.6764842867851257,Not Correct
input_harstem_1_frame_0243.jpg,930,821,937,847,0.6764838695526123,Not Correct
input_harstem_1_frame_0244.jpg,930,821,937,847,0.6764838695526123,Not Correct
input_harstem_1_frame_0245.jpg,930,821,937,847,0.6764838695526123,Not Correct
input_harstem_1_frame_0246.jpg,1620,928,1642,947,0.6782312393188477,Not Correct
input_harstem_1_frame_0247.jpg,1620,928,1642,947,0.6776182651519775,Not Correct
input_harstem_1_frame_0248.jpg,930,821,937,847,0.6764842867851257,Not Correct
input_harstem_1_frame_0249.jpg,1620,929,1642,948,0.7052636742591858,Not Correct
input_harstem_1_frame_0250.jpg,1620,929,1642,948,0.6928513646125793,Not Correct
input_harstem_1_frame_0251.jpg,1618,929,1640,948,0.7079423666000366,Not Correct
input_harstem_1_frame_0252.jpg,1618,929,1640,948,0.6862157583236694,Not Correct
input_harstem_1_frame_0253.jpg,1617,929,1639,948,0.6934395432472229,Not Correct
input_harstem_1_frame_0254.jpg,1617,929,1639,948,0.6951364874839783,Not Correct
input_harstem_1_frame_0255.jpg,1617,929,1639,948,0.6961778402328491,Not Correct
input_harstem_1_frame_0256.jpg,1616,929,1638,948,0.6866333484649658,Not Correct
input_harstem_1_frame_0257.jpg,1616,929,1638,948,0.6939980387687683,Not Correct
input_harstem_1_frame_0258.jpg,1616,929,1638,948,0.6940063238143921,Not Correct
input_harstem_1_frame_0259.jpg,1616,929,1638,948,0.7049512267112732,Not Correct
input_harstem_1_frame_0260.jpg,1616,929,1638,948,0.7242646813392639,Not Correct
input_harstem_1_frame_0261.jpg,1616,929,1638,948,0.7226000428199768,Not Correct
input_harstem_1_frame_0262.jpg,1616,929,1638,948,0.722522497177124,Not Correct
input_harstem_1_frame_0263.jpg,1616,929,1638,948,0.702458381652832,Not Correct
input_harstem_1_frame_0264.jpg,1615,929,1637,948,0.7005876302719116,Not Correct
input_harstem_1_frame_0265.jpg,1615,930,1637,949,0.6775412559509277,Not Correct
input_harstem_1_frame_0266.jpg,1616,930,1638,949,0.6954295635223389,Not Correct
input_harstem_1_frame_0267.jpg,1004,244,1013,274,0.8786374926567078,Not Correct
input_harstem_1_frame_0268.jpg,951,295,960,325,0.7840827107429504,Not Correct
input_harstem_1_frame_0269.jpg,886,346,896,376,0.8296981453895569,Not Correct
input_harstem_1_frame_0270.jpg,861,382,871,412,0.8667498230934143,Not Correct
input_harstem_1_frame_0271.jpg,930,821,937,847,0.6764842867851257,Not Correct
input_harstem_1_frame_0272.jpg,1613,930,1635,949,0.7077422142028809,Not Correct
input_harstem_1_frame_0273.jpg,1612,929,1634,948,0.688645601272583,Not Correct
input_harstem_1_frame_0274.jpg,1613,929,1635,948,0.7337995171546936,Not Correct
input_harstem_1_frame_0275.jpg,1612,929,1634,948,0.6966262459754944,Not Correct
input_harstem_1_frame_0276.jpg,1614,928,1636,947,0.678115963935852,Not Correct
input_harstem_1_frame_0277.jpg,930,821,937,847,0.677143394947052,Not Correct
input_harstem_1_frame_0278.jpg,1612,929,1634,948,0.6936824917793274,Not Correct
input_harstem_1_frame_0279.jpg,996,432,1006,462,0.8257368206977844,Not Correct
input_harstem_1_frame_0280.jpg,1031,443,1040,473,0.8244169354438782,Correct
input_harstem_1_frame_0281.jpg,1044,457,1053,487,0.8421631455421448,Correct
input_harstem_1_frame_0282.jpg,1056,472,1065,502,0.8974010944366455,Correct
input_harstem_1_frame_0283.jpg,1067,492,1076,522,0.783588171005249,Correct
input_harstem_1_frame_0284.jpg,1076,518,1085,548,0.8339877128601074,Correct
input_harstem_1_frame_0285.jpg,1059,546,1069,576,0.7883635759353638,Correct
input_harstem_1_frame_0286.jpg,1078,575,1087,605,0.8909351229667664,Correct
input_harstem_1_frame_0287.jpg,1069,609,1078,639,0.8882192969322205,Correct
input_harstem_1_frame_0288.jpg,1616,934,1638,953,0.7064460515975952,Correct
input_harstem_1_frame_0289.jpg,1616,934,1638,953,0.6853060722351074,Not Correct
input_harstem_1_frame_0290.jpg,1615,935,1637,954,0.6969184279441833,Not Correct
input_harstem_1_frame_0291.jpg,1615,935,1637,954,0.6944015026092529,Not Correct
input_harstem_1_frame_0292.jpg,990,714,999,744,0.8287841081619263,Not Correct
input_harstem_1_frame_0293.jpg,954,727,964,757,0.8932644128799438,Correct
input_harstem_1_frame_0294.jpg,588,821,595,847,0.6770304441452026,Not Correct
input_harstem_1_frame_0295.jpg,588,821,595,847,0.6770304441452026,Not Correct
input_harstem_1_frame_0296.jpg,939,738,949,768,0.870476245880127,Not Correct
input_harstem_1_frame_0297.jpg,943,736,953,766,0.8805525898933411,Correct
input_harstem_1_frame_0298.jpg,588,821,595,847,0.6770304441452026,Not Correct
input_harstem_1_frame_0299.jpg,969,727,979,757,0.8858599066734314,Correct
input_harstem_1_frame_0300.jpg,998,729,1007,759,0.8458558917045593,Correct
input_harstem_1_frame_0301.jpg,987,737,997,767,0.9304614067077637,Correct
input_harstem_1_frame_0302.jpg,1000,746,1010,776,0.9181652069091797,Correct
input_harstem_1_frame_0303.jpg,1010,751,1020,781,0.9197263717651367,Correct
input_harstem_1_frame_0304.jpg,1012,752,1022,782,0.9362640976905823,Correct
input_harstem_1_frame_0305.jpg,1012,752,1022,782,0.9351308941841125,Correct
input_harstem_1_frame_0306.jpg,1012,752,1022,782,0.9351347088813782,Correct
input_harstem_1_frame_0307.jpg,1012,752,1022,782,0.9370551109313965,Correct
input_harstem_1_frame_0308.jpg,1012,752,1022,782,0.9337242841720581,Correct
input_harstem_1_frame_0309.jpg,1012,752,1022,782,0.9337242841720581,Correct
input_harstem_1_frame_0310.jpg,1012,752,1022,782,0.936275064945221,Correct
input_harstem_1_frame_0311.jpg,1012,752,1022,782,0.9355466365814209,Correct
input_harstem_1_frame_0312.jpg,1012,752,1022,782,0.9379984140396118,Correct
input_harstem_1_frame_0313.jpg,1012,752,1022,782,0.9380838871002197,Correct
input_harstem_1_frame_0314.jpg,1012,752,1022,782,0.9380832314491272,Correct
input_harstem_1_frame_0315.jpg,1012,752,1022,782,0.9370759129524231,Correct
input_harstem_1_frame_0316.jpg,1012,752,1022,782,0.9347445964813232,Correct
input_harstem_1_frame_0317.jpg,1012,752,1022,782,0.9357213377952576,Correct
input_harstem_1_frame_0318.jpg,1012,752,1022,782,0.9194914102554321,Correct
input_harstem_1_frame_0319.jpg,1012,752,1022,782,0.9186200499534607,Correct
input_harstem_1_frame_0320.jpg,1012,752,1022,782,0.9227198958396912,Correct
input_harstem_1_frame_0321.jpg,1012,752,1022,782,0.9309239983558655,Correct
input_harstem_1_frame_0322.jpg,1012,752,1022,782,0.9296813011169434,Correct
input_harstem_1_frame_0323.jpg,1012,752,1022,782,0.9294216632843018,Correct
input_harstem_1_frame_0324.jpg,1012,752,1022,782,0.9269059300422668,Correct
input_harstem_1_frame_0325.jpg,1012,752,1022,782,0.9239893555641174,Correct
input_harstem_1_frame_0326.jpg,1012,752,1022,782,0.9223910570144653,Correct
input_harstem_1_frame_0327.jpg,1012,752,1022,782,0.9200259447097778,Correct
input_harstem_1_frame_0328.jpg,1012,740,1022,770,0.9195250272750854,Correct
input_harstem_1_frame_0329.jpg,1008,704,1018,734,0.9061244130134583,Correct
input_harstem_1_frame_0330.jpg,1613,939,1635,958,0.684347927570343,Correct
input_harstem_1_frame_0331.jpg,588,821,595,847,0.6774872541427612,Not Correct
input_harstem_1_frame_0332.jpg,588,821,595,847,0.6774872541427612,Not Correct
input_harstem_1_frame_0333.jpg,962,454,972,484,0.8506065607070923,Not Correct
input_harstem_1_frame_0334.jpg,956,431,966,461,0.8184443712234497,Correct
